thread_title,thread_url,post_number,author,timestamp,content,year
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,345,Lemons010,posted 2025-Jul-29,Does anyone know roughly how many applicants get through to the interview stage at the T6 firms?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,346,Sprayandpray,posted 2025-Jul-29,A&OS is out,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,347,effystonem92,posted 2025-Jul-29,"Depends on the firm. Typically ranges from 100-200ish, and then they all have their own mechanisms of culling (some do big cuts between first and second, some do their big cut instead after second round before Offer Day).",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,348,harveysphincter,posted 2025-Jul-29,A&O is in fact out,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,349,njhfftgo--98,posted 2025-Jul-29,Do you know if they've sent out both acceptances and rejections? thanks,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,350,thelegallounge,posted 2025-Jul-29,Anyone heard from McCullough Robertson?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,351,harveysphincter,posted 2025-Jul-29,"unsure, at this stage I just know A&O* interview invites are out.
also re: W&C have rejection emails been sent out based on the VI or before that stage",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,352,anon289o3293,posted 2025-Jul-29,Has anyone heard from H&W since the VI?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,353,naurcleo,posted 2025-Jul-29,Can confirm +1 A&O.,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,354,dobbyurfree,posted 2025-Jul-30,-B&B,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,355,abc0732,posted 2025-Jul-30,"I got a 'we're in the process of finalising interviewees' from B&B, has anyone else got the same? Not sure if that's a rejection or not.",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,356,mikoraiden,posted 2025-Jul-30,+1 Clyde and co,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,357,Professional196,posted 2025-Jul-30,Hey by schedule interview do u mean u have received the date yours will be on or just done the form. For Maddocks,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,358,rabbitcarrots,posted 2025-Jul-30,"Congrats everyone who got offers of interview! I’m GO8, 73 WAM with paralegal work and extracurriculars and only got 1. If anyone has tips for next year that would be amazing.
+ MO
- Ashurst - B&B - Corrs -G&T - JWS -TG",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,359,biggerbunda,posted 2025-Jul-30,Received an email from Maddocks yesterday confirming the date and time,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,360,malfoy,posted 2025-Jul-30,oop I have not received confirmation for my Maddocks interview – is anyone still waiting as well?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,361,notme,posted 2025-Jul-30,"can anyone offer any insight into what the video interview for G+T entails? I'm in Perth and just received an invite. I only ask because I bombed the DLA Piper one, but would rather not bomb this one too lol",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,362,effystonem92,posted 2025-Jul-30,"For G+T VI, IMHO, be ready for at least one of the questions to be a more social or unexpected question, something a bit off the beaten path. A few years ago, for example, one of the questions was 'What is your most embarrassing moment?'. They tend to include a question like that every year to showcase your personality and see how well you can think on your feet, rather than flogging x4 standard behaviourals. That said, I'm speaking as someone who's no longer directly involved so this may longer be accurate, and unfortunately, you're not likely to get many people offering tips or giving you a heads-up advantage on online forums which is understandable, but hopefully this is somewhat of help.",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,363,Lemons010,posted 2025-Jul-30,"G+T is no longer doing video interviews anymore, it’s just the Super Saturday event which involves a 45 minute interview with 2 partners, an individual assessment and a group assessment.
Edit – I just realised you’re in Perth, the above only applies to Sydney!",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,364,effystonem92,posted 2025-Jul-30,"Ha cool, how interesting!",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,365,Professional196,posted 2025-Jul-30,This surely doesn’t mean anything right? Just them aligning the times?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,366,yjhd,posted 2025-Jul-30,has anyone heard back from white and case and Minter after VI,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,367,crazybunda,posted 2025-Jul-30,Is Clyde & Co confirmed out?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,368,mikoraiden,posted 2025-Jul-30,"Yes, received interview offer today around 2pm",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,369,bootyman123,posted 2025-Jul-31,+1 Clutz,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,370,SilverVerdict90,posted 2025-Jul-31,Email or call from clutz?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,371,bootyman123,posted 2025-Jul-31,email,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,372,mongoose123,posted 2025-Jul-31,Is anyone else also not seeing any option to book CU interviews on the homepage yet?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,373,bootyman123,posted 2025-Jul-31,The Clutz booking issue finally got fixed for me. Go book quickly if you haven't already,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,374,mongoose123,posted 2025-Jul-31,"Thanks, just checked and still not fixed for me unfortunately",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,375,bootyman123,posted 2025-Jul-31,delete,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,376,mikoraiden,posted 2025-Jul-31,+McR,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,377,anon289o3293,posted 2025-Jul-31,Has anyone heard back from White & Case since the VI?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,378,harveysphincter,posted 2025-Jul-31,^^^,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,379,haroldgunderson,posted 2025-Jul-31,Anyone heard anything from Jones Day?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,380,mikoraiden,posted 2025-Aug-1,"Yes, my friend received an interview offer",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,381,mikoraiden,posted 2025-Aug-1,Anyone else going to Clyde and co this coming week? Curious about the assessment centre,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,382,anon2390,posted 2025-Aug-1,Has anyone heard from hwle,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,383,dixonj,posted 2025-Aug-1,Anyone heard from Hall & Wilcox or Thomson Geer?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,384,gordongekko,posted 2025-Aug-1,Anyone heard from TurksLegal?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,385,bluewhale222,posted 2025-Aug-1,Did everyone get to the testing + video stage for white and case ?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,386,Reverser,posted 2025-Aug-1,HWL Ebsorth is out,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,387,lore_,posted 2025-Aug-1,-1 HWLE,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,388,njhfftgo--98,posted 2025-Aug-1,Has anyone received a rejection email from A&O yet? I need closure lol,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,389,glenealy2,posted 2025-Aug-1,delete,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,390,Lemons010,posted 2025-Aug-1,Does anyone know when MinterEllison will be done reviewing the video assessments and making second round offers?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,391,lovelyday1,posted 2025-Aug-2,Has anyone received a response from Hall & Wilcox?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,392,harveysphincter,posted 2025-Aug-3,"bluewhale222 writes...
Did everyone get to the testing + video stage for white and case ?
afaik W&C has sent rejections between testing and VI",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,393,Sprayandpray,posted 2025-Aug-3,"It’s been almost 2 weeks since vi, if you haven’t gotten it I suspect you should lean on the pessimistic side",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,394,clerksschoolshoes,posted 2025-Aug-3,"how many do we think made it to B&B interviews, given there's only one round?",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,395,lwoods420,posted 2025-Aug-3,"Not to be a hopeless optimist, but both the Melbourne and Sydney Clerkship Posts on Whirlpool from 2023 and 2024 seem to suggest that W&C usually take around two weeks or so to process their V.I. Plus they seem to give out rejections on the same date as giving out their actual interviews – so I think hearing nothing may be a good thing so far. Hopefully everyone hears back this week!",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,396,harveysphincter,posted 2025-Aug-3,"lwoods420 writes...
W&C usually take around two weeks or so to process their V.I. Plus they seem to give out rejections on the same date as giving out their actual interviews
yeah haven't heard of anyone receiving 2RI yet either; good luck everyone!",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,397,haroldgunderson,posted 2025-Aug-4,Does anyone interviewing at Gadens know if there is an info night and whether we will know which partner is interviewing us? On the firm's website it says there would be an info evening but haven't received anything about it.,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,398,malfoy,posted 2025-Aug-4,"I had the same question re. partners – a little strange that interviews start today and I haven't heard anything about who will be interviewing me. In terms of the info evening, I think those that get through to the second round of interviews attend the info evening.",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,399,haroldgunderson,posted 2025-Aug-4,"That makes sense, thanks for clarifying and best of luck for your interview! Let us know if you end up finding out what Partner is interviewing you.",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,400,malfoy,posted 2025-Aug-4,"Thank you and good luck to you too! Same goes, let us know if you get any updates :)",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,401,malfoy,posted 2025-Aug-4,Confirming I have received info re. interviewing partner and HR rep for Gadens,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,402,vintagelacoix,posted 2025-Aug-4,+1 W&C final interview,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,403,harveysphincter,posted 2025-Aug-4,-1 W&C im assuming,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,404,lwoods420,posted 2025-Aug-4,- 1 W&C also assuming?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,405,mikoraiden,posted 2025-Aug-5,"hey, has anyone done the interview for clyde&co? Or know any tips on how to prepare? it's a written assessment and role play – any advice (even from other firms) would mean a lot!",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,406,mikoraiden,posted 2025-Aug-5,+Barry Nilsson,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,407,overthinker123,posted 2025-Aug-5,"mikoraiden writes...
it's a written assessment and role play – any advice (even from other firms) would mean a lot!
Haven't done C&C AC, but general advice. Brush up on your affidavit skills, email etiquette and legal language. For any group assessment, do not worry about being talked over and focus on getting your point across. Firms prefer those that are collaborative and open-minded as opposed to those that are dismissive. If it's a negotiation exercise, they are not looking at seeing you 'win' but how collaborative each party is in approaching a solution that is in both clients' interests.
Not sure if that helps, but I hope you got some insight.",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,408,haroldgunderson,posted 2025-Aug-5,Can we confirm whether W&C final interviews have in fact been released or if the previous post was a troll?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,409,Sprayandpray,posted 2025-Aug-5,WC has come out – can confirm,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,410,dixonj,posted 2025-Aug-5,Does anyone know when we would hear back from G+T?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,411,malfoy,posted 2025-Aug-6,Has anyone heard from DCC (IP specialist firm)?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,412,rabbitcarrots,posted 2025-Aug-6,I got a call yesterday but am still waiting for email confirmation of same,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,413,Anonuserrecovery,posted 2025-Aug-6,Call yesterday for GT?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,414,rabbitcarrots,posted 2025-Aug-6,"Sorry for the confusion, not GT, for DCC ^^",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,415,Gleeson J,posted 2025-Aug-7,Anyone heard back from Minters? Been awhile now,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,416,aptronym,posted 2025-Aug-7,"Has anyone recieved an email from DCC?
Do DCC send out rejections? or do they only reach out to successful candidates? and if you don't hear anything assume the worst.",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,417,5ydn3y14w,posted 2025-Aug-7,+1 G+T second round (check your spam!),2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,418,Lemons010,posted 2025-Aug-7,+1 G+T Second round YAY!!,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,419,biggerbunda,posted 2025-Aug-7,+1 MinterEllison 2nd round (by email),2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,420,Lemons010,posted 2025-Aug-7,-1 Minters,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,421,biggerbunda,posted 2025-Aug-7,Does anyone know how many clerks Minters usually takes? Only looks like about 50 interview spots,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,422,lore_,posted 2025-Aug-7,How many candidates roughly does G+T take to round 2?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,423,Treefunlife,posted 2025-Aug-7,20-30 each office I’m pretty sure.,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,424,31766737,posted 2025-Aug-7,+ 1 BM Second Round (by email),2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,425,boringcalendar,posted 2025-Aug-8,deleted,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,426,haroldgunderson,posted 2025-Aug-8,Anyone else get the link to an A&O survey about the recruitment process but no rejection or acceptance? Find it very strange.,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,427,lwoods420,posted 2025-Aug-8,delete,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,428,bootyman123,posted 2025-Aug-8,All the first round A&O interviews are taking place tomorrow (Saturday),2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,429,rainmaker,posted 2025-Aug-8,"Do you think HSFK will wait to Friday, 15th or that the second round results will be released earlier?",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,430,James_McGill,posted 2025-Aug-8,"For those who did the W&C VI, do you remember what the questions were? I thought I had written them down afterwards, but did not.",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,431,overthinker123,posted 2025-Aug-9,"James_McGill writes...
For those who did the W&C VI, do you remember what the questions were? I thought I had written them down afterwards, but did not.
I got them all pm me",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,432,notme,posted 2025-Aug-9,"Could anyone provide some insight into the Clifford Chance clerkship interview process? I’m based in Perth and noticed it’s an hour with two back-to-back interviews, which is very foreign to me. Just wondering how it works in practice and what to expect in each part.",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,433,comfylao,posted 2025-Aug-11,"Hi all – I believe that NRF second round interviews are starting next week (18 August) though I'm not 100% sure if I have that right. Can anyone else confirm? Also, does anyone know when we can expect to hear outcomes from the first round interviews? Thanks!",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,434,biggerbunda,posted 2025-Aug-11,I believe NRF is still doing first-round interviews all of this week. They told me last week I would hear from them via email in a couple of weeks either way.,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,435,SilverVerdict90,posted 2025-Aug-11,Does anyone know anything about ABL?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,436,Anonsrsxxx,posted 2025-Aug-11,"I similarly got informed 19th August for second round interviews for NRF, but heard they also told others couple weeks so bit confused on that",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,437,malfoy,posted 2025-Aug-12,So no news of NRF and Gadens second round interviews yet?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,438,comfylao,posted 2025-Aug-12,Nothing from NRF yet. Outcomes must be soon if second round is next week.,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,439,malfoy,posted 2025-Aug-12,Agreed re NRF. Has anyone heard anything from Gadens/knows of timelines?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,440,njhfftgo--98,posted 2025-Aug-13,Has anyone heard anything back from KWM about second round interviews,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,441,bootyman123,posted 2025-Aug-13,Nothing from KWM. We might be cooked chat,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,442,1oki,posted 2025-Aug-13,neither,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,443,naurcleo,posted 2025-Aug-13,"+1 KWM by call this morning. I walked out of my first round interview having genuinely zero idea how it went, so a nice surprise.",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,444,user7362910264,posted 2025-Aug-13,Did anyone else receive a call?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,445,confusedslay,posted 2025-Aug-13,+ 1 KWM – they sent out the second round booking email this morning (+ first confirmed second round by call),2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,446,James_McGill,posted 2025-Aug-13,No contact from KWM yet,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,447,Anonuserrecovery,posted 2025-Aug-13,Allens 2nd round come out?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,448,Whrlplwndrr,posted 2025-Aug-13,"Nope, but probably this by friday",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,449,nonewsisgoodnews,posted 2025-Aug-13,HSF out tmr gl everyone,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,450,nonewsisgoodnews,posted 2025-Aug-14,+1 HSFK,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,451,gordongekko,posted 2025-Aug-14,+ 1 KWM + 1 HSF,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,452,haveagoodday,posted 2025-Aug-14,Delete,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,453,Sprayandpray,posted 2025-Aug-14,Was wondering how people are getting their second round hsf offer? Is it a call or an email,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,454,gordongekko,posted 2025-Aug-14,"Sprayandpray writes...
Was wondering how people are getting their second round hsf offer? Is it a call or an email
call",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,455,abc0732,posted 2025-Aug-14,Anyone know when we might hear about A&O 2nd round interviews?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,456,rainmaker,posted 2025-Aug-14,"+2 HSFK +2 Minters
Waiting on Ashurst next week + Corrs (one round)",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,457,letterofintent22,posted 2025-Aug-14,wondering if anyone knows when we can expect to hear about clyde&co 2nd rounds?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,458,naurcleo,posted 2025-Aug-14,"+1 HSFK
For A&O, I think they said we’d hear back by Friday – could be misremembering that, though.",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,459,clerksschoolshoes,posted 2025-Aug-14,Has anyone interviewing at 2birds been connected with their buddy? I haven't received anything about my buddy yet.,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,460,vlachos2,posted 2025-Aug-14,"Re Clyde & Co, I think we're supposed to hear back by end of this week (i.e. tomorrow)?",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,461,nonewsisgoodnews,posted 2025-Aug-15,No news re AO,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,462,naurcleo,posted 2025-Aug-15,Have people been hearing rejections?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,463,harveysphincter,posted 2025-Aug-15,bump; heard nothing yet – any rejections out?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,464,naurcleo,posted 2025-Aug-15,+1 A&O!,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,465,nonewsisgoodnews,posted 2025-Aug-15,+1 AO,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,466,harveysphincter,posted 2025-Aug-15,+1 A&O,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,467,brisbanebaddie,posted 2025-Aug-15,has anyone heard from k&l gates second round?,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,468,letterofintent22,posted 2025-Aug-15,"re Gates, not yet – when did they say they would contact us?",2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,469,brisbanebaddie,posted 2025-Aug-15,gates --> was told they were finalising end of this week and would contact accordingly,2025
Sydney Clerkship 2025,https://forums.whirlpool.net.au/thread/3246kzy8,470,1811jam,posted 2025-Aug-15,Anyone contacted yet for Allen’s second round interviews??,2025
2026 Aus Government Graduate Program Legal Stream,https://forums.whirlpool.net.au/thread/374pkxmv,0,,posted 2025-Aug-15,"last updated – posted 2025-Aug-15, 12:36 pm AEST posted 2025-Aug-15, 12:36 pm AEST",2025
2026 Aus Government Graduate Program Legal Stream,https://forums.whirlpool.net.au/thread/374pkxmv,2,lawyeringg,posted 2025-Apr-24,"Hi guys! Haven't seen a thread for this yet, has anyone heard anything back yet?",2025
2026 Aus Government Graduate Program Legal Stream,https://forums.whirlpool.net.au/thread/374pkxmv,3,wishes99,posted 2025-Apr-24,"hey, no I haven't heard back",2025
2026 Aus Government Graduate Program Legal Stream,https://forums.whirlpool.net.au/thread/374pkxmv,5,Stumpy :),posted 2025-Apr-24,not yet!,2025
2026 Aus Government Graduate Program Legal Stream,https://forums.whirlpool.net.au/thread/374pkxmv,6,Rocky_123,posted 2025-Apr-24,The applicant guide said they would be in contact next week.,2025
2026 Aus Government Graduate Program Legal Stream,https://forums.whirlpool.net.au/thread/374pkxmv,7,kimmmmy0,posted 2025-Apr-29,has anyone received anything yet?,2025
2026 Aus Government Graduate Program Legal Stream,https://forums.whirlpool.net.au/thread/374pkxmv,8,legallymelb,posted 2025-Apr-29,+1 written activity,2025
2026 Aus Government Graduate Program Legal Stream,https://forums.whirlpool.net.au/thread/374pkxmv,9,Graduatejobseeker99,posted 2025-Apr-29,+1 written activity,2025
2026 Aus Government Graduate Program Legal Stream,https://forums.whirlpool.net.au/thread/374pkxmv,10,malfoy,posted 2025-Apr-29,"has anyone not heard anything yet? they will send if it is a no, right?",2025
2026 Aus Government Graduate Program Legal Stream,https://forums.whirlpool.net.au/thread/374pkxmv,11,march2025,posted 2025-Apr-29,I’ve not heard either. They said “Candidates who have not progressed after each stage will be advised via email” so assume they will send rejections too,2025
2026 Aus Government Graduate Program Legal Stream,https://forums.whirlpool.net.au/thread/374pkxmv,12,cbrgrad25,posted 2025-Apr-29,"Haven't heard anything, there wasn't much activity on the forum last year but based on that it seems they sent some rejection emails the same day as they offered written activities and maybe some written activity emails went out the day after. If we haven't received a rejection yet I'd say we're still in with a chance",2025
2026 Aus Government Graduate Program Legal Stream,https://forums.whirlpool.net.au/thread/374pkxmv,13,Rocky_123,posted 2025-Apr-30,"-1 :-(
What did I do wrong??",2025
2026 Aus Government Graduate Program Legal Stream,https://forums.whirlpool.net.au/thread/374pkxmv,14,hat27,posted 2025-Apr-30,"Also got a rejection.
Bit surprised since I was expecting to atleast get to the written assessment.
Thought my responses were pretty good so wonder whether they culled based on GPA/WAM (mine was a mid credit so on the average side).",2025
2026 Aus Government Graduate Program Legal Stream,https://forums.whirlpool.net.au/thread/374pkxmv,15,march2025,posted 2025-Apr-30,Rejected too. Distinction WAM at a Go8 so wasn’t an arbitrary cut off. Must’ve had a lot of apps I guess,2025
2026 Aus Government Graduate Program Legal Stream,https://forums.whirlpool.net.au/thread/374pkxmv,16,Stumpy :),posted 2025-Apr-30,Rejected aswell! Super disappointed I didn't atleast get to the written assessment.,2025
2026 Aus Government Graduate Program Legal Stream,https://forums.whirlpool.net.au/thread/374pkxmv,17,malfoy,posted 2025-Apr-30,Rejected as well – currently paralegal at one of the departments and DN WAM. Very unexpected.,2025
2026 Aus Government Graduate Program Legal Stream,https://forums.whirlpool.net.au/thread/374pkxmv,19,31766737,posted 2025-Apr-30,Rejected too – current APS 4 internal candidate with 80+ WAM. Tempted to lodge a FOI request to see the number that progressed to written assessment,2025
2026 Aus Government Graduate Program Legal Stream,https://forums.whirlpool.net.au/thread/374pkxmv,20,aaaaaaaaaaaahhhhhhh,posted 2025-Apr-30,also rejected – 80+ WAM / and am employed at one of the depts,2025
2026 Aus Government Graduate Program Legal Stream,https://forums.whirlpool.net.au/thread/374pkxmv,21,legallymelb,posted 2025-May-2,has anyone completed the written activity? how’d you find it?,2025
2026 Aus Government Graduate Program Legal Stream,https://forums.whirlpool.net.au/thread/374pkxmv,22,Big Poppa Flex,posted 2025-May-3,"The written assessment was hard.
What was asked in the activity was pretty straightforward. But having to read the facts and law and write all the issues they wanted me to address was not easy.
Also add the fact that there is no spell check (the first screen warned if you change windows the assessment would freeze, so can't type in word) and the timer is invisible because the text box needs scrolling the timer off view. Scrolling back and forth to timer adds a few seconds because of the amount of text you have to scroll past.  And the text box only shows 2 lines at a time. But at least you can copy from the facts/law and paste it if you have to.",2025
2026 Aus Government Graduate Program Legal Stream,https://forums.whirlpool.net.au/thread/374pkxmv,23,QweedWina,posted 2025-May-5,"+ 1 Written activity
Wasn’t super hard (unless I missed some major issues) You will likely need the whole hour pretty easily.",2025
2026 Aus Government Graduate Program Legal Stream,https://forums.whirlpool.net.au/thread/374pkxmv,24,Graduatejobseeker99,posted 2025-May-12,+1 VIP,2025
